,Term,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class
1184,guido,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1185,Bog Irish,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1186,gubba,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1187,groid,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1188,squaw,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1189,redlegs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1190,nigre,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1191,polack,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,ching chong,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1193,chee chee,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1194,Buckwheat,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1195,dago,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1196,paleface,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1197,pineapple nigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1198,papist,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1199,gyppy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1200,carpet pilot,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1201,bog trotter,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1202,gator bait,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1203,darkey,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1204,ice nigger,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1205,shanty Irish,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1206,jockie,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,slag,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1208,bird,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1209,jhant,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1210,jant,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1211,moke,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1212,smick,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1213,gurrier,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1214,spiv,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1215,skag,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1216,scag,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1217,yobbo,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1218,yob,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1219,senga,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1220,scobe,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1221,charver,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1222,charva,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1223,skanger,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1224,scanger,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1225,mil bag,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1226,millie,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1227,steek,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1228,spide,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1229,scally,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1230,scallie,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1231,ned,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1232,chav,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1233,tranny,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1234,three fifths,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1235,three fifth,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1236,slave,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1237,Shy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1238,shemale,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1239,scuffer,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1240,bogan,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1241,coolie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1242,prod,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1243,pom,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,nip,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,pommie,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,niggar,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1247,Orangie,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1248,nigra,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1249,abo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1250,pommy,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,buffie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1252,sambo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1253,darkie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1254,beaney,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1255,shade,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1256,Christ killer,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1257,Gerudo,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1258,gew,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1259,Shelta,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1260,slopy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1261,slit,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1262,Skippy,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1263,bluegum,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1264,ghetto,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1265,chonky,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1266,chunky,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1267,spike,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1268,squinty,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1269,goober,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,sub human,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1271,guinea,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1272,cotton picker,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1273,greaser,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1274,Shylock,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1275,Jap,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1276,diaper head,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1277,roundeye,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1278,jig,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1279,jijjiboo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1280,house nigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1281,jocky,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,octaroon,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1283,curry stinker,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1284,white nigger,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1285,whitey,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1286,WIC,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1287,Yank,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,Yankee,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,kraut,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,lemonhead,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1291,Merkin,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,ZOG,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1293,sideways pussy,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1294,cowboy killer,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1295,eyetie,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1296,proddy dog,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1297,prairie nigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1298,Southern fairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299,coon ass,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1300,moulie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1301,sideways vagina,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1302,camel humper,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1303,FOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,fresh off the boat,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,gable,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1306,spade,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1307,wagon burner,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1308,moulignon,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1309,border bunny,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1310,dune coon,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1311,mosshead,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1312,gooky,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1313,border jumper,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1314,higger,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1315,gippo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1316,gyppo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1317,touch of the tar brush,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1318,yardie,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1319,boo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1320,Rico Suave,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1321,redneck,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1322,muzzie,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1323,queer,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1324,nigglet,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1325,niggur,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1326,niglet,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1327,ofay,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1328,piky,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1329,piker,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1330,niggor,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1331,abbo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1332,af,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1333,sooty,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1334,alligator bait,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1335,ape,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1336,eight ball,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1337,pickaninny,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1338,Chinaman,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,nigor,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1340,chigger,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1341,Moor,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1342,African catfish,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1343,border hopper,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1344,clam,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1345,clamhead,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1346,Bounty bar,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1347,boxhead,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,bohunk,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1349,bunga,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1350,cripple,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1351,camel jockey,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1352,dego,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1353,bug eater,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1354,domes,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1355,curry muncher,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1356,septic,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,spic,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1358,Ubangee,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1359,Ubangi,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1360,sole,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1361,spear chucker,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1362,snowflake,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1363,snout,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1364,shine,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1365,shiner,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1366,slope,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1367,slant,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1368,Skip,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1369,ghost,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1370,sand nigger,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1371,gin,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1372,ginzo,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1373,gipp,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1374,slant eye,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1375,stovepipe,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1376,Taffy,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1377,sucker fish,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1378,tan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,tar baby,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1380,teapot,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1381,gypo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1382,gyppie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1383,tenker,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1384,halfrican,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1385,tiger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1386,hick,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1387,heeb,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1388,thicklips,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1389,tinker,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1390,tynkere,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1391,heinie,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,hairyback,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1393,Tommy,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,honkie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1395,Hun,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1396,Hunky,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1397,hebro,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1398,trash,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1399,spigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1400,ike,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1401,ikey,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1402,iky,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1403,Hunkie,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1404,Honyak,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,Twinkie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1406,hymie,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1407,nicca,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1408,moon cricket,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1409,Velcro head,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1410,jiggaboo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1411,Jihadi,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1412,timber nigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1413,darky,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1414,coon,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1415,jungle bunny,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1416,WASP,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1417,suntan,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1418,white chocolate,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1419,tunnel digger,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1420,knacker,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1421,whigger,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1422,wigga,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1423,wigger,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1424,wink,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1425,wog,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1426,wop,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1427,wexican,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1428,yellow,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1429,yid,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1430,leprechaun,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,zebra,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1432,lawn jockey,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1433,island nigger,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1434,jiggabo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1435,zip,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1436,lugan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,Lebbo,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1438,zipperhead,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1439,moxy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1440,mud duck,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1441,mulato,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1442,mung,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1443,munt,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1444,munter,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445,mutt,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1446,mulignan,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1447,mud shark,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1448,nacho,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1449,queen,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1450,raghead,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1451,race traitor,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1452,nichi,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1453,nig,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1454,nig nog,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1455,nigar,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1456,niger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1457,Punjab,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1458,nidge,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1459,nigguh,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1460,mangia cake,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1461,niggress,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1462,pollo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1463,muktuk,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1464,powderburn,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1465,porch monkey,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1466,moulinyan,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1467,pointy head,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1468,Oreo,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1469,Oriental,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1470,Northern monkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,nigette,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1472,pinto,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1473,octroon,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1474,pancake,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1475,pancake face,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1476,papoose,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1477,quadroon,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1478,Pepper,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1479,Pepsi,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1480,pikey,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1481,spook,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1482,neche,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1483,chug,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1484,chink,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,towel head,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1486,property,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1487,sperg,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1488,ricepicker,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1489,dingo fucker,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,ginger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1491,albino,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1492,retard,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1493,buckethead,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1494,faggot,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1495,Fairy,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1496,ling ling,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1497,spice nigger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1498,beaner,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1499,fag,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1500,japie,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1501,paki,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1502,wetback,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1503,gook,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1504,guala guala,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1505,guala,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1506,squarehead,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1507,fruit,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1508,Cushi,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1509,Kushi,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1510,Kushite,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1511,Cushite,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1512,uncircumcised baboon,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1513,Aunt Jane,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1514,Aunt Jemima,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1515,Aunt Mary,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1516,Aunt Sally,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1517,mack,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1518,mick,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1519,mickey,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1520,Mickey Finn,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1521,ABCD,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1522,cocoa,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1523,Cocoa Puff,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1524,coconut,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1525,colored,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1526,coloured,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1527,Jerry,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,crow,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1529,Angie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1530,Ann,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1531,apple,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1532,jock,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,Junior Mint,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1534,banana,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1535,egg,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1536,eggplant,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1537,fez,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1538,black Barbie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1539,blockhead,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,frog,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1541,fuzzy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1542,fuzzy wuzzy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1543,book book,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1544,brownie,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1545,bubble,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1546,buck,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1547,bumblebee,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1548,can eater,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1549,celestial,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1550,monkey,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1551,Charlie,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1552,ho,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1553,hoe,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1554,chief,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,skinny,1.0,0.0,0.0,0.0,0.0,0.0,0.0
